	country	year	top1_share	bottom50_share
744	XR-MER	2004	0.22760000000000002	0.14
745	XR-MER	2003	0.24280000000000002	0.1349
746	XR-MER	2002	0.2449	0.1384
747	XR-MER	2001	0.24560000000000004	0.1346
748	XR-MER	2000	0.20689999999999997	0.1356
749	XR-MER	1999	0.18099999999999994	0.1404
750	XR-MER	1998	0.15139999999999998	0.14400000000000002
751	XR-MER	1997	0.15200000000000002	0.1243
752	XR-MER	1996	0.15839999999999999	0.096
753	XR-MER	1995	0.14029999999999998	0.1383
754	XR-MER	1994	0.11829999999999996	0.1529
755	XR-MER	1993	0.11140000000000005	0.2011
756	XR-MER	1992	0.10109999999999997	0.2187
757	XR-MER	1991	0.08389999999999997	0.29
758	XR-MER	1990	0.07340000000000002	0.2947
759	XR-MER	1989	0.05400000000000005	0.3013
760	XR-MER	1988	0.04810000000000003	0.3096
761	XR-MER	1987	0.046699999999999964	0.3093
762	XR-MER	1986	0.04530000000000001	0.309
763	XR-MER	1985	0.04379999999999995	0.3088
764	XR-MER	1984	0.04200000000000004	0.309
765	XR-MER	1983	0.040100000000000025	0.3093
766	XR-MER	1982	0.0383	0.3095
767	XR-MER	1981	0.03639999999999999	0.3098
768	XR-MER	1980	0.034499999999999975	0.31
769	XR	2016	0.20240000000000002	0.1699
770	XR	2015	0.20240000000000002	0.1699
771	XR	2014	0.20389999999999997	0.1681
772	XR	2013	0.2108	0.1612
773	XR	2012	0.19840000000000002	0.1662
774	XR	2011	0.2148	0.1598
775	XR	2010	0.20030000000000003	0.1586
776	XR	2009	0.2118	0.1451
777	XR	2008	0.2508	0.1345
778	XR	2007	0.2691	0.1371
779	XR	2006	0.2542	0.1398
780	XR	2005	0.2491	0.1443
781	XR	2004	0.22760000000000002	0.14
782	XR	2003	0.24280000000000002	0.1349
783	XR	2002	0.2449	0.1384
784	XR	2001	0.24560000000000004	0.1346
785	XR	2000	0.20689999999999997	0.1356
786	XR	1999	0.18099999999999994	0.1404
787	XR	1998	0.15139999999999998	0.14400000000000002
788	XR	1997	0.15200000000000002	0.1243
789	XR	1996	0.15839999999999999	0.096
790	XR	1995	0.14029999999999998	0.1383
791	XR	1994	0.11829999999999996	0.1529
792	XR	1993	0.11140000000000005	0.2011
793	XR	1992	0.10109999999999997	0.2187
794	XR	1991	0.08389999999999997	0.29
795	XR	1990	0.07340000000000002	0.2947
796	XR	1989	0.05400000000000005	0.3013
797	XR	1988	0.04810000000000003	0.3096
798	XR	1987	0.046699999999999964	0.3093
799	XR	1986	0.04530000000000001	0.309
800	XR	1985	0.04379999999999995	0.3088
801	XR	1984	0.04200000000000004	0.309
802	XR	1983	0.040100000000000025	0.3093
803	XR	1982	0.0383	0.3095
804	XR	1981	0.03639999999999999	0.3098
805	XR	1980	0.034499999999999975	0.31
806	YE	2016	0.15700000000000003	0.1382
807	YE	2015	0.15700000000000003	0.1382
808	YE	2014	0.15700000000000003	0.1382
809	YE	2013	0.15700000000000003	0.1382
810	YE	2012	0.15700000000000003	0.1382
811	YE	2011	0.15700000000000003	0.1382
812	YE	2010	0.15700000000000003	0.1382
813	YE	2009	0.15700000000000003	0.1382
814	YE	2008	0.15700000000000003	0.1382
815	YE	2007	0.15700000000000003	0.1382
816	YE	2006	0.15700000000000003	0.1382
817	YE	2005	0.15700000000000003	0.1382
818	YE	2004	0.15700000000000003	0.1382
819	YE	2003	0.15700000000000003	0.1382
820	YE	2002	0.15700000000000003	0.1382
821	YE	2001	0.15700000000000003	0.1382
822	YE	2000	0.15700000000000003	0.1382
823	YE	1999	0.15700000000000003	0.1382
824	YE	1998	0.15700000000000003	0.1382
825	YE	1997	0.15700000000000003	0.1382
826	YE	1996	0.15700000000000003	0.1382
827	YE	1995	0.15700000000000003	0.1382
828	YE	1994	0.15700000000000003	0.1382
829	YE	1993	0.15700000000000003	0.1382
830	YE	1992	0.15700000000000003	0.1382
831	YE	1991	0.15700000000000003	0.1382
832	YE	1990	0.15700000000000003	0.1382
